epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 19.769021739130434 25.067934782608695
1 25.702408256880734 25.90309633027523 34.45991847826087 33.76358695652174
2 35.85865825688074 35.57196100917431 29.653532608695652 28.668478260869566
3 43.11926605504587 42.99025229357798 31.148097826086957 31.538722826086957
4 48.95355504587156 49.190080275229356 32.65964673913044 32.50679347826087
5 53.304185779816514 53.29701834862385 31.233016304347824 29.46671195652174
6 56.09948394495413 56.034977064220186 28.37975543478261 28.804347826086957
7 57.977350917431195 57.94151376146789 28.957201086956523 28.023097826086957
8 59.53268348623853 59.73337155963303 29.77241847826087 30.927309782608695
9 60.02723623853211 60.39994266055046 30.21399456521739 29.840353260869566
10 60.471616972477065 60.02723623853211 28.057065217391305 27.42866847826087
11 61.61123853211009 61.35321100917431 29.80638586956522 29.840353260869566
12 62.471330275229356 62.57884174311926 29.80638586956522 29.85733695652174
13 62.715022935779814 62.85837155963303 28.023097826086957 27.85326086956522
14 63.2454128440367 62.91571100917431 29.500679347826086 28.277853260869566
15 63.41743119266055 63.35292431192661 28.940217391304348 29.925271739130434
16 63.596616972477065 63.37442660550459 29.04211956521739 28.804347826086957
17 63.58228211009175 63.37442660550459 29.500679347826086 29.670516304347824
18 63.116399082568805 63.16657110091743 26.73233695652174 28.889266304347824
19 62.39965596330275 62.63618119266055 30.451766304347824 28.855298913043477
20 62.815366972477065 62.69352064220183 29.43274456521739 29.279891304347824
21 63.28841743119266 62.87987385321101 30.129076086956523 29.483695652173914
22 63.575114678899084 63.61811926605505 28.889266304347824 27.938179347826086
23 63.96932339449541 64.0266628440367 28.023097826086957 28.37975543478261
24 64.32052752293578 64.0266628440367 29.585597826086957 29.51766304347826
25 64.14134174311927 64.2273509174312 29.194972826086957 29.82336956521739
26 64.14134174311927 64.48537844036697 29.789402173913043 29.90828804347826
27 63.77580275229358 64.01232798165138 28.923233695652176 29.789402173913043
28 64.19868119266054 64.27752293577981 29.07608695652174 30.570652173913043
29 64.18434633027523 64.30619266055047 28.68546195652174 29.925271739130434
30 64.35636467889908 64.32769495412845 27.666440217391305 28.091032608695652
31 64.37786697247707 63.825974770642205 27.717391304347824 29.46671195652174
32 63.79730504587156 63.7543004587156 30.859375 29.296875
33 63.86897935779817 63.96215596330275 27.87024456521739 30.112092391304348
34 63.96215596330275 64.0266628440367 30.19701086956522 29.99320652173913
35 63.919151376146786 64.25602064220183 29.653532608695652 30.672554347826086
36 64.6072247706422 65.13761467889908 29.94225543478261 29.99320652173913
37 64.84375 64.97993119266054 28.838315217391305 29.670516304347824
38 65.19495412844037 65.27379587155963 28.753396739130434 29.925271739130434
39 64.92975917431193 64.99426605504587 28.481657608695652 29.670516304347824
40 65.20212155963303 65.23795871559633 30.129076086956523 30.74048913043478
41 65.1161123853211 65.20212155963303 28.872282608695652 29.364809782608695
42 65.18061926605505 65.13761467889908 29.925271739130434 29.95923913043478
43 65.0086009174312 65.09461009174312 30.570652173913043 30.961277173913043
44 65.01576834862385 64.62155963302752 28.78736413043478 28.481657608695652
45 64.42803899082568 63.93348623853211 29.500679347826086 28.855298913043477
