epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 4.891304347826087 19.989809782608695
1 26.18262614678899 26.21129587155963 32.72758152173913 33.59375
2 36.71875 36.29587155963303 28.668478260869566 29.059103260869566
3 43.82884174311926 43.65682339449541 28.091032608695652 28.34578804347826
4 49.7276376146789 49.60579128440367 28.39673913043478 28.60054347826087
5 53.153669724770644 53.11783256880734 31.13111413043478 30.112092391304348
6 55.54759174311926 55.94896788990825 30.19701086956522 29.41576086956522
7 58.04185779816514 57.8125 30.19701086956522 28.226902173913043
8 58.80160550458716 58.679759174311926 30.910326086956523 31.063179347826086
9 59.63302752293578 59.12413990825688 28.73641304347826 31.11413043478261
10 60.22792431192661 59.63302752293578 30.180027173913043 31.91236413043478
11 61.31737385321101 61.86926605504587 30.77445652173913 30.672554347826086
12 62.12729357798165 62.37815366972477 30.33288043478261 30.29891304347826
13 62.52150229357798 62.69352064220183 31.233016304347824 32.08220108695652
14 62.94438073394495 62.63618119266055 29.80638586956522 31.487771739130434
15 62.335149082568805 62.87270642201835 29.17798913043478 30.078125
16 63.03038990825688 62.85837155963303 31.02921195652174 31.11413043478261
17 63.12356651376147 62.987385321100916 31.487771739130434 32.38790760869565
18 63.36009174311926 62.76519495412844 29.95923913043478 30.519701086956523
19 62.91571100917431 62.19896788990825 30.19701086956522 30.961277173913043
20 63.17373853211009 62.829701834862384 29.85733695652174 31.283967391304348
21 63.216743119266056 63.26691513761468 31.300951086956523 30.808423913043477
22 62.815366972477065 62.930045871559635 30.451766304347824 30.519701086956523
23 63.195240825688074 63.38159403669725 32.47282608695652 31.182065217391305
24 63.28125 63.48910550458716 29.330842391304348 29.46671195652174
25 63.32425458715596 63.70412844036697 30.129076086956523 29.755434782608695
26 63.883314220183486 64.11983944954129 29.90828804347826 29.398777173913043
27 63.93348623853211 64.0266628440367 29.77241847826087 30.502717391304348
28 63.83314220183486 64.17717889908256 30.74048913043478 30.60461956521739
29 64.11267201834862 64.21301605504587 31.063179347826086 31.233016304347824
30 64.18434633027523 64.05533256880734 30.706521739130434 30.129076086956523
31 64.27035550458716 64.2990252293578 30.99524456521739 30.58763586956522
32 64.52838302752293 64.21301605504587 31.55570652173913 29.619565217391305
33 64.34919724770643 63.997993119266056 31.55570652173913 31.436820652173914
34 64.14134174311927 64.07683486238533 30.485733695652176 29.738451086956523
35 64.2990252293578 64.47104357798165 29.55163043478261 30.21399456521739
