epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 4.891304347826087 19.989809782608695
1 34.74770642201835 34.86955275229358 46.552309782608695 46.56929347826087
2 44.45240825688074 44.48824541284404 45.53328804347826 45.58423913043478
3 50.89592889908257 50.867259174311926 43.86888586956522 43.682065217391305
4 55.51175458715596 55.418577981651374 41.11752717391305 41.27038043478261
5 59.48967889908257 59.38216743119266 41.015625 41.28736413043478
6 62.16313073394495 62.16313073394495 41.06657608695652 40.54008152173913
7 64.98709862385321 65.08744266055047 41.23641304347826 41.202445652173914
8 67.48853211009174 67.3881880733945 41.30434782608695 40.87975543478261
9 69.23738532110092 69.05819954128441 40.70991847826087 39.775815217391305
10 70.01146788990826 70.48451834862385 39.775815217391305 39.30027173913044
11 72.29787844036697 72.32654816513761 40.77785326086956 39.99660326086956
12 73.79587155963303 73.83170871559633 41.62703804347826 41.219429347826086
13 75.30819954128441 75.10034403669725 40.48913043478261 40.37024456521739
14 76.35464449541284 76.20412844036697 39.385190217391305 39.67391304347826
15 76.26146788990826 76.7990252293578 40.37024456521739 40.625
16 77.31508027522936 77.95298165137615 40.59103260869565 39.70788043478261
17 77.63044724770643 77.72362385321101 40.67595108695652 39.521059782608695
18 78.87758027522936 79.24311926605505 40.06453804347826 39.43614130434783
19 78.96358944954129 79.0711009174312 39.266304347826086 38.62092391304348
20 79.28612385321101 79.52981651376147 39.249320652173914 38.96059782608695
21 79.70183486238533 79.66599770642202 39.656929347826086 39.31725543478261
22 80.16055045871559 80.13904816513761 39.55502717391305 39.19836956521739
23 80.60493119266054 80.46875 40.20040760869565 39.58899456521739
24 81.09231651376147 80.92029816513761 39.14741847826087 40.33627717391305
25 80.79128440366972 80.71244266055047 39.11345108695652 38.55298913043478
26 80.33256880733946 80.31823394495413 39.79279891304348 38.16236413043478
27 80.72677752293578 81.02064220183486 38.094429347826086 39.01154891304348
28 80.73394495412845 81.39334862385321 40.234375 39.02853260869565
29 81.37901376146789 81.27150229357798 38.58695652173913 39.521059782608695
30 81.66571100917432 81.72305045871559 39.249320652173914 38.56997282608695
31 82.02408256880734 81.50086009174312 39.87771739130435 39.79279891304348
32 82.41829128440367 81.71588302752293 39.775815217391305 39.94565217391305
33 82.8483371559633 81.8663990825688 40.11548913043478 39.41915760869565
34 82.75516055045871 82.41829128440367 38.92663043478261 39.40217391304348
35 82.39678899082568 82.60464449541284 41.37228260869565 38.75679347826087
36 82.08858944954129 82.51146788990826 39.30027173913044 39.130434782608695
37 81.50802752293578 81.88790137614679 38.994565217391305 38.63790760869565
38 81.83772935779817 82.2319380733945 39.70788043478261 39.21535326086956
39 82.41112385321101 82.56880733944953 39.82676630434783 39.453125
40 82.43262614678899 82.59747706422019 39.35122282608695 39.43614130434783
41 82.83400229357798 82.80533256880734 39.48709239130435 39.99660326086956
42 83.28555045871559 83.12069954128441 40.09850543478261 39.53804347826087
43 83.27838302752293 82.97018348623853 39.82676630434783 40.030570652173914
44 83.14220183486239 83.22821100917432 39.48709239130435 39.41915760869565
45 83.38589449541284 83.20670871559633 39.04551630434783 38.45108695652174
46 82.52580275229357 83.38589449541284 40.79483695652174 39.249320652173914
47 82.86267201834862 82.41112385321101 39.11345108695652 38.671875
48 83.16370412844037 82.74799311926606 38.858695652173914 38.77377717391305
49 83.3213876146789 82.86267201834862 39.75883152173913 39.84375
50 83.4862385321101 83.72276376146789 39.94565217391305 37.87364130434783
51 83.67975917431193 83.8661123853211 39.09646739130435 39.14741847826087
52 83.63675458715596 84.12413990825688 39.72486413043478 39.266304347826086
53 83.22104357798165 84.16714449541284 39.521059782608695 38.36616847826087
54 83.78727064220183 84.1743119266055 39.96263586956522 40.302309782608695
55 83.80877293577981 83.88761467889908 39.57201086956522 39.72486413043478
56 84.05246559633028 83.80160550458716 40.65896739130435 39.11345108695652
57 83.94495412844037 83.44323394495413 40.45516304347826 38.33220108695652
58 83.95212155963303 83.43606651376147 39.21535326086956 38.97758152173913
59 83.51490825688073 83.14936926605505 39.18138586956522 39.11345108695652
60 83.75143348623853 83.57224770642202 39.21535326086956 40.030570652173914
61 84.00946100917432 83.43606651376147 39.55502717391305 39.43614130434783
62 83.8661123853211 83.93061926605505 39.0625 38.994565217391305
63 84.22448394495413 84.38933486238533 39.97961956521739 39.87771739130435
64 84.51834862385321 84.60435779816514 39.19836956521739 39.521059782608695
65 84.1384747706422 84.40366972477064 39.18138586956522 38.79076086956522
66 84.26032110091744 84.32482798165138 39.453125 39.28328804347826
67 84.14564220183486 83.8661123853211 39.79279891304348 40.302309782608695
68 84.21731651376147 83.98795871559633 38.62092391304348 39.19836956521739
69 83.50057339449542 84.14564220183486 39.19836956521739 40.438179347826086
70 83.83744266055047 83.9377866972477 39.43614130434783 39.50407608695652
71 84.1958142201835 83.88761467889908 39.74184782608695 39.23233695652174
72 84.31049311926606 84.31766055045871 39.92866847826087 38.58695652173913
73 84.21731651376147 84.48967889908256 40.08152173913044 39.31725543478261
74 84.34633027522936 84.39650229357798 38.96059782608695 40.33627717391305
75 84.64019495412845 84.50401376146789 40.33627717391305 39.92866847826087
76 85.10607798165138 84.79787844036697 40.40421195652174 39.18138586956522
77 84.94839449541284 84.84805045871559 39.96263586956522 39.79279891304348
78 85.07740825688073 84.93405963302752 40.11548913043478 39.911684782608695
79 85.06307339449542 85.20642201834862 39.84375 39.67391304347826
80 84.9770642201835 84.86238532110092 39.453125 39.74184782608695
81 84.08830275229357 84.43233944954129 39.521059782608695 40.030570652173914
82 83.02752293577981 82.6333142201835 39.249320652173914 39.92866847826087
83 84.16714449541284 84.02379587155963 40.20040760869565 39.911684782608695
84 84.83371559633028 84.91255733944953 39.60597826086956 39.57201086956522
85 84.9555619266055 84.94839449541284 39.911684782608695 39.11345108695652
86 85.0487385321101 85.14908256880734 39.79279891304348 39.521059782608695
87 85.17775229357798 85.1920871559633 40.09850543478261 40.26834239130435
88 85.16341743119266 85.17058486238533 40.35326086956522 39.67391304347826
89 85.16341743119266 85.3354357798165 40.08152173913044 40.13247282608695
90 85.30676605504587 85.31393348623853 40.09850543478261 39.775815217391305
91 85.4286123853211 85.40711009174312 39.87771739130435 39.656929347826086
92 85.34977064220183 85.41427752293578 40.08152173913044 40.030570652173914
93 84.84088302752293 85.12758027522936 40.08152173913044 39.35122282608695
94 84.65452981651376 85.05590596330275 38.65489130434783 39.70788043478261
95 83.7729357798165 85.23509174311927 39.911684782608695 39.16440217391305
96 84.92689220183486 84.8838876146789 39.55502717391305 36.260190217391305
97 85.03440366972477 83.03469036697248 39.94565217391305 39.70788043478261
98 85.41427752293578 85.09174311926606 40.01358695652174 39.28328804347826
99 85.19925458715596 85.21358944954129 39.53804347826087 39.385190217391305
100 85.13474770642202 85.09174311926606 39.89470108695652 39.75883152173913
101 85.54329128440367 85.3927752293578 39.130434782608695 38.82472826086956
102 85.27092889908256 85.40711009174312 39.72486413043478 39.75883152173913
103 85.64363532110092 85.62213302752293 39.47010869565217 39.67391304347826
104 85.62213302752293 85.55045871559633 38.97758152173913 39.453125
105 85.52178899082568 85.45728211009174 39.82676630434783 39.92866847826087
106 85.34260321100918 85.65797018348624 39.79279891304348 39.41915760869565
107 84.84805045871559 85.24225917431193 40.08152173913044 39.92866847826087
108 85.4286123853211 85.62930045871559 40.45516304347826 40.20040760869565
109 85.43577981651376 85.5002866972477 38.62092391304348 39.82676630434783
110 85.3354357798165 85.27809633027523 39.75883152173913 39.385190217391305
111 85.55762614678899 85.45011467889908 39.33423913043478 39.72486413043478
112 85.57912844036697 85.57912844036697 39.79279891304348 39.87771739130435
113 85.57912844036697 85.55045871559633 39.130434782608695 40.11548913043478
114 85.54329128440367 85.61496559633028 40.047554347826086 40.37024456521739
115 85.57196100917432 85.52178899082568 40.14945652173913 39.80978260869565
116 85.44294724770643 85.57912844036697 40.14945652173913 39.656929347826086
117 85.60063073394495 85.7009747706422 40.08152173913044 39.67391304347826
118 85.80848623853211 85.82282110091744 40.01358695652174 39.82676630434783
119 85.7726490825688 85.8658256880734 39.86073369565217 39.41915760869565
120 85.5934633027523 85.72964449541284 40.302309782608695 39.53804347826087
121 85.68663990825688 85.5934633027523 39.911684782608695 38.79076086956522
122 85.8299885321101 85.87299311926606 39.775815217391305 39.86073369565217
123 85.67230504587155 85.75114678899082 39.385190217391305 39.40217391304348
124 85.83715596330275 85.78698394495413 39.775815217391305 40.21739130434783
125 85.52178899082568 85.63646788990826 39.89470108695652 38.84171195652174
126 85.60063073394495 85.93033256880734 39.48709239130435 38.485054347826086
127 85.21358944954129 84.91255733944953 40.08152173913044 39.521059782608695
128 85.82282110091744 85.40711009174312 39.96263586956522 39.82676630434783
129 85.9375 85.80131880733946 39.775815217391305 39.31725543478261
130 85.95900229357798 85.92316513761467 38.739809782608695 39.41915760869565
131 85.63646788990826 85.72964449541284 38.97758152173913 39.656929347826086
132 85.85865825688073 85.96616972477064 38.89266304347826 39.60597826086956
133 86.1023509174312 86.15969036697248 39.58899456521739 39.80978260869565
134 85.9733371559633 86.06651376146789 40.25135869565217 39.55502717391305
135 85.98767201834862 86.02350917431193 39.07948369565217 39.385190217391305
136 86.05217889908256 86.09518348623853 40.08152173913044 39.79279891304348
137 86.06651376146789 86.12385321100918 39.36820652173913 39.18138586956522
