epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 4.6365489130434785 5.332880434782608
1 17.696387614678898 18.37012614678899 25.0 25.0
2 20.921731651376145 21.014908256880734 29.85733695652174 30.34986413043478
3 22.075688073394495 22.40538990825688 30.72350543478261 31.47078804347826
4 23.803038990825687 24.068233944954127 32.98233695652174 33.25407608695652
5 25.315366972477065 25.487385321100916 36.02241847826087 35.546875
6 26.454988532110093 26.376146788990827 35.25815217391305 35.88654891304348
7 27.501433486238533 27.358084862385322 36.66779891304348 36.10733695652174
8 29.04243119266055 29.099770642201836 36.396059782608695 37.02445652173913
9 29.859518348623855 29.29329128440367 37.890625 38.671875
10 31.62270642201835 31.809059633027523 36.87160326086956 37.05842391304348
11 31.787557339449542 32.33228211009175 36.82065217391305 36.97350543478261
12 32.73365825688074 32.90567660550459 37.177309782608695 37.41508152173913
13 33.46473623853211 33.60091743119266 36.124320652173914 36.922554347826086
14 34.28182339449541 34.51118119266055 37.432065217391305 37.41508152173913
15 35.39994266055046 35.41427752293578 36.786684782608695 36.328125
16 36.62557339449541 36.66141055045872 36.99048913043478 36.531929347826086
17 37.39248853211009 37.42115825688074 38.19633152173913 38.468070652173914
18 38.18090596330275 37.87987385321101 37.26222826086956 38.19633152173913
19 38.195240825688074 38.52494266055046 38.17934782608695 37.66983695652174
20 38.96932339449541 38.67545871559633 38.28125 37.313179347826086
21 38.23824541284404 37.77952981651376 37.22826086956522 37.48301630434783
22 37.82253440366973 38.43893348623853 38.04347826086956 37.890625
23 39.34202981651376 39.22018348623853 38.12839673913044 38.06046195652174
24 39.779243119266056 39.96559633027523 38.00951086956522 38.14538043478261
25 40.56766055045872 40.69667431192661 37.75475543478261 37.22826086956522
26 40.69667431192661 40.76118119266055 36.905570652173914 37.703804347826086
27 41.205561926605505 40.76118119266055 37.177309782608695 38.17934782608695
28 41.571100917431195 41.97964449541284 37.24524456521739 37.34714673913044
29 42.617545871559635 42.252006880733944 37.36413043478261 38.19633152173913
30 43.06909403669725 42.789564220183486 36.56589673913044 37.39809782608695
31 43.434633027522935 43.298451834862384 36.75271739130435 38.213315217391305
32 43.94352064220183 43.94352064220183 35.98845108695652 36.922554347826086
33 43.721330275229356 43.82884174311926 37.177309782608695 37.19429347826087
34 44.60292431192661 44.54558486238532 36.54891304347826 37.24524456521739
35 44.95412844036697 44.846616972477065 36.514945652173914 37.41508152173913
36 45.17631880733945 44.92545871559633 36.43002717391305 37.55095108695652
37 45.29099770642202 44.96846330275229 36.63383152173913 37.48301630434783
38 45.23365825688074 44.95412844036697 37.296195652173914 37.78872282608695
39 45.98623853211009 46.00057339449541 37.94157608695652 38.02649456521739
40 45.86439220183486 46.37327981651376 37.00747282608695 37.87364130434783
41 45.764048165137616 45.8213876146789 36.88858695652174 37.48301630434783
42 46.22993119266055 46.01490825688074 36.70176630434783 37.12635869565217
43 46.28010321100918 46.45928899082569 36.20923913043478 36.46399456521739
44 47.226204128440365 46.68147935779817 36.61684782608695 36.80366847826087
45 47.10435779816514 46.76748853211009 36.328125 36.514945652173914
46 47.65625 47.54873853211009 36.58288043478261 35.66576086956522
47 47.84977064220183 47.75659403669725 36.54891304347826 36.328125
48 47.90711009174312 47.69925458715596 35.88654891304348 36.93953804347826
49 47.570240825688074 47.71358944954128 36.61684782608695 37.041440217391305
50 47.87844036697248 48.00028669724771 35.98845108695652 36.09035326086956
51 48.616685779816514 48.7456995412844 36.124320652173914 36.328125
52 49.02522935779817 48.867545871559635 36.66779891304348 36.396059782608695
53 48.638188073394495 48.38016055045872 36.43002717391305 37.21127717391305
54 48.93205275229358 48.84604357798165 36.19225543478261 36.68478260869565
55 49.268922018348626 49.12557339449541 37.14334239130435 36.97350543478261
